time,temperature
1554811737,26.14387794939921
1554813539,25.787722297784565
1554815342,25.486323892391077
1554817145,25.09558800072769
1554818947,25.030131529307667
1554820749,24.756229439555472
1554822506,24.705778075321774
1554824354,24.164083566442894
1554826282,26.07126517343312
1554828151,26.388439273046146
1554873490,21.853399931586836
1554875363,21.606775699525645
1554877647,21.652598708798713
1554879929,21.67787935325569
1554881911,21.284170785645646
1554884013,21.170460767982316
1554885897,21.16564665972504
1554887797,21.083320192285306
1554889997,20.471895349418283
1554891896,19.807445156545285
1554893864,19.431977942874372
1554895826,19.13425962132439
1554897830,18.825255568270656
1554899992,18.968244578100386
1554902060,18.73558685883035
1554903982,17.772810620695097
1554905940,17.534345907247737
1554908163,17.602729514956017
1554910207,17.33017073936558
1554912570,22.0898184328879
1554914658,22.17776731596071
1554916607,17.735492542634645
1554918737,17.51217356490551
1554920900,17.706274387904237
1554923003,17.380223977061622
1554925090,17.340750824847046
1554927029,17.15745049096871
1554929210,17.20526768505144
1554931566,17.166774852409805
1554933818,17.34980552335861
1554936369,17.409699598728135
1554938512,17.562057356775153
1554940548,17.603217690638843
1554942830,17.8654201270838
1554945235,18.68278217291066
1554947217,18.937186511957215
1554949080,20.04470940981906
1554950882,20.175286333638546
1554952685,20.883582408836457
1554954487,22.06503625335125
1554956426,17.572434359094757
1554958632,17.51383407511004
1554960495,22.90039382144655
1554962357,22.78598579840585
1554964166,24.352451299334273
1554965963,24.253628189414695
1554967887,24.44447371822935
1554969906,24.366209063211105
1554971799,24.606669236356527
1554973622,24.714287857439107
1554975574,24.553921853758865
1554977440,24.192075608933106
1554979299,24.053446232240738
1554981170,23.60274022043219
1554983026,23.08025348029076
1554984971,22.05820042632527
1554986887,21.69811104600325
1554988861,21.022698209370265
1554990653,20.69876474739684
1554992516,20.174761122130644
1554994318,19.95169992787756
1554996184,19.86152385639295
1554998043,19.6581165058933
1554999850,21.821389156978427
1555001653,22.112977404722375
1555003631,18.90735431684945
1555005674,18.61948692044947
1555007605,18.552799054984927
1555009759,18.383879575996378
1555011803,18.343970091842962
1555013787,18.58570600420013
1555015829,18.385602284225318
1555017691,18.144657169780277
1555019735,18.272876863206015
1555021769,18.43055779521197
1555023552,18.43320387229159
1555025503,18.43254224080403
1555027315,19.003787321560726
1555029168,19.58477771496081
1555031112,20.324051241236766
1555033228,21.222044766722608
1555035184,21.69281797009332
1555037275,22.795494912662924
1555039202,24.871454541512932
1555041003,24.666306327709215
1555042929,19.506966064074994
1555044800,19.073027003550518
1555046711,26.07118290552012
1555048512,26.28542850848298
1555050315,26.388165379002874
1555052117,25.66127602844887
1555053919,25.926917773027906
1555055781,25.906939113534328
1555057584,25.88269461489216
1555059386,25.417981596466596
1555061188,23.3916433666882
1555062989,21.896208952585955
1555064791,22.982532413985208
1555066594,23.245388093391746
1555068456,22.95750165242401
1555070259,22.916680532814283
1555072061,22.705190880493426
1555073864,22.795594622420513
1555075665,22.651716179593308
1555077467,21.833988547267403
1555079270,21.46124467767981
1555081072,21.697197798512654
1555082935,21.50954190082319
1555084737,21.8127707914054
1555086487,25.555255175125538
1555088229,25.76480706661497
